AAB6lO-XiKE,238000,0,person,0,present,0.482,0.54,0.37166667,0.6166667
AAB6lO-XiKE,239000,0,person,0,present,0.514,0.588,0.36333334,0.6066667
AAB6lO-XiKE,240000,0,person,0,present,0.534,0.614,0.44333333,0.685
AAB6lO-XiKE,241000,0,person,0,present,0.515,0.605,0.44833332,0.68666667
AAB6lO-XiKE,242000,0,person,0,present,0.55,0.6,0.4,0.6383333
AAB6lO-XiKE,243000,0,person,0,present,0.539,0.607,0.36,0.6066667
AAB6lO-XiKE,244000,0,person,0,present,0.55,0.593,0.355,0.595
AAB6lO-XiKE,245000,0,person,0,present,0.584,0.627,0.33166668,0.5783333
AAB6lO-XiKE,246000,0,person,0,present,0.618,0.659,0.25166667,0.49166667
AAB6lO-XiKE,247000,0,person,0,present,0.643,0.689,0.22833334,0.475
AAB6lO-XiKE,248000,0,person,0,present,0.655,0.7,0.24166666,0.485
AAB6lO-XiKE,249000,0,person,0,present,0.642,0.706,0.375,0.6166667
AAB6lO-XiKE,250000,0,person,0,present,0.664,0.711,0.36666667,0.61
AAB6lO-XiKE,251000,0,person,0,present,0.671,0.717,0.31,0.54
AAB6lO-XiKE,252000,0,person,0,present,0.652,0.698,0.27833334,0.50666666
AAB6lO-XiKE,253000,0,person,0,present,0.656,0.711,0.29333332,0.5283333
AAB6lO-XiKE,254000,0,person,0,present,0.635,0.691,0.28666666,0.525
AAB6lO-XiKE,255000,0,person,0,present,0.623,0.678,0.28166667,0.5133333
AAB6lO-XiKE,256000,0,person,0,present,0.621,0.675,0.295,0.52666664
AACM71csS-Q,43000,0,person,0,present,0.559,0.771,0.18666667,1
AACM71csS-Q,44000,0,person,0,present,0.556,0.773,0.14,1
AACM71csS-Q,45000,0,person,0,present,0.58,0.787,0.13166666,1
AACM71csS-Q,46000,0,person,0,present,0.558,0.77,0.19333333,1
AACM71csS-Q,47000,0,person,0,present,0.552,0.777,0.16666667,1
AACM71csS-Q,48000,0,person,0,present,0.592,0.81,0.17666666,1
AACM71csS-Q,49000,0,person,0,present,0.346,0.571,0.23833333,1
AACM71csS-Q,50000,0,person,0,present,0.207,0.449,0.21,1
AACM71csS-Q,51000,0,person,0,present,0.325,0.553,0.108333334,0.99833333
AACM71csS-Q,52000,0,person,0,present,0.503,0.717,0.32,1
AACM71csS-Q,53000,0,person,0,present,0.582,0.765,0.225,1
AACM71csS-Q,54000,0,person,0,present,0.541,0.675,0.19666667,0.97333336
AACM71csS-Q,55000,0,person,0,present,0.553,0.688,0.28166667,1
AACM71csS-Q,56000,0,person,0,present,0.59,0.783,0.27166668,1
AACM71csS-Q,57000,0,person,0,present,0.473,0.671,0.26,1
AACM71csS-Q,58000,0,person,0,present,0.475,0.673,0.32333332,1
AACM71csS-Q,59000,0,person,0,present,0.469,0.676,0.24166666,1
AACM71csS-Q,60000,0,person,0,present,0.446,0.64,0.23666666,1
AACM71csS-Q,61000,0,person,0,present,0.537,0.728,0.23833333,1
AACM71csS-Q,73000,0,person,1,present,0.592,0.791,0.19333333,1
AACM71csS-Q,74000,0,person,1,present,0.607,0.814,0.21166667,1
AACM71csS-Q,75000,0,person,1,present,0.591,0.786,0.22666667,1
AACM71csS-Q,76000,0,person,1,present,0.569,0.761,0.23,1
AACM71csS-Q,77000,0,person,1,present,0.553,0.764,0.22333333,1
AACM71csS-Q,78000,0,person,1,present,0.551,0.747,0.235,1
AACM71csS-Q,79000,0,person,1,present,0.534,0.732,0.23166667,1
AACM71csS-Q,80000,0,person,1,present,0.53,0.725,0.17333333,0.95
AACM71csS-Q,81000,0,person,1,present,0.553,0.746,0.15666667,0.90166664
AACM71csS-Q,82000,0,person,1,present,0.551,0.747,0.18666667,0.9166667
AACM71csS-Q,83000,0,person,1,present,0.545,0.74,0.22333333,0.93333334
AACM71csS-Q,84000,0,person,1,present,0.525,0.713,0.235,0.9533333
AACM71csS-Q,85000,0,person,1,present,0.509,0.693,0.27166668,1
AACM71csS-Q,86000,0,person,1,present,0.496,0.68,0.27166668,1
AACM71csS-Q,87000,0,person,1,present,0.5,0.697,0.18333334,0.97833335
AACM71csS-Q,88000,0,person,1,present,0.518,0.716,0.14333333,0.9166667
AACM71csS-Q,89000,0,person,1,present,0.531,0.71,0.225,0.94666666
AACM71csS-Q,90000,0,person,1,present,0.52,0.705,0.21333334,0.96166664
